,0,1,2,3,4,5,6,7,8,9,10,11
0,MLP,818,"[4, 10, 0.001, 1000, (100,), False]",0.4921015514809591,0.488766531477177,0.48417807427395637,0.4921015514809591,0.8381026079491345,"[0.04575163 0.58539529 0.41011905 0.52126607 0.56338983 0.2384106
 0.26495726 0.38993711 0.5951087  0.42574257]","[0.00273894 0.20485919 0.12828096 0.07747985 0.14550312 0.00562041
 0.01152275 0.01457221 0.0239512  0.01553426]","[[  7  68  42   8  26   0   0   0   1   1]
 [  9 970 293  86 241   3   8  20  18   9]
 [  6 505 689 178 264   1   7   3  14  13]
 [  0 149 126 527 191   0   7   4   3   4]
 [  1 293 169 167 831   1   1   1   6   5]
 [  0   4   8   1  40  36   8   9  31  14]
 [  0  23  15  26  27  14  62  13  27  27]
 [  3  22  15   0   3  10  11  62  29   4]
 [  0  30  19   3  21   8  20  18 219  30]
 [  0  19   7   2   4   2  17  33  32  86]]","              precision    recall  f1-score   support

           0       0.27      0.05      0.08       153
           1       0.47      0.59      0.52      1657
           2       0.50      0.41      0.45      1680
           3       0.53      0.52      0.52      1011
           4       0.50      0.56      0.53      1475
           5       0.48      0.24      0.32       151
           6       0.44      0.26      0.33       234
           7       0.38      0.39      0.39       159
           8       0.58      0.60      0.59       368
           9       0.45      0.43      0.44       202

    accuracy                           0.49      7090
   macro avg       0.46      0.40      0.42      7090
weighted avg       0.49      0.49      0.48      7090
"
0,MLP,818,"[4, 20, 0.001, 1000, (100,), False]",0.6328631875881523,0.6281529526390675,0.6283691379266026,0.6328631875881523,0.91268700595622,"[0.12328767 0.6732551  0.61748959 0.63791469 0.72672065 0.28275862
 0.5        0.49689441 0.61538462 0.64397906]","[0.00518433 0.12922683 0.11332964 0.05202983 0.09058488 0.01007919
 0.0097896  0.01053543 0.02066607 0.01101609]","[[  18   92   12    1   23    0    0    0    0    0]
 [  25 1090  216   53  217    4    2    7    2    3]
 [   5  259 1038  182  173    8    4    1    9    2]
 [   2  100  213  673   53    0    8    0    1    5]
 [   3  216  121   55 1077    0    0    3    3    4]
 [   0    3    9    0   34   41    8    5   39    6]
 [   0   13   16   13    2   22  123   15   31   11]
 [   0   14    2    1    5    6   15   80   34    4]
 [   1   10   14    4    1   27   22   20  224   41]
 [   0    0   10    5    0    3    8   22   20  123]]","              precision    recall  f1-score   support

           0       0.33      0.12      0.18       146
           1       0.61      0.67      0.64      1619
           2       0.63      0.62      0.62      1681
           3       0.68      0.64      0.66      1055
           4       0.68      0.73      0.70      1482
           5       0.37      0.28      0.32       145
           6       0.65      0.50      0.56       246
           7       0.52      0.50      0.51       161
           8       0.62      0.62      0.62       364
           9       0.62      0.64      0.63       191

    accuracy                           0.63      7090
   macro avg       0.57      0.53      0.54      7090
weighted avg       0.63      0.63      0.63      7090
"
0,MLP,818,"[4, 50, 0.001, 1000, (100,), False]",0.756558533145275,0.7564254327985205,0.7560851368717424,0.756558533145275,0.9481531806285101,"[0.52702703 0.75151515 0.79658952 0.78039216 0.80013414 0.50657895
 0.68085106 0.49112426 0.77979275 0.64974619]","[0.00749064 0.06599265 0.07433921 0.04382208 0.04804429 0.01311617
 0.00919037 0.00895824 0.01566229 0.00783403]","[[  78   47    0    1   17    0    0    0    3    2]
 [  33 1240  133   37  152   24    8    9   14    0]
 [   3   77 1308  177   60    3    0    4    7    3]
 [   0   33  164  796   11    0    7    1    5    3]
 [   6  173   64   18 1193   27    4    2    2    2]
 [   0    4   10    7   23   77   18    5    7    1]
 [   9    8    8    5    2    2  160   32    9    0]
 [   0   11    5   15    1    1   15   83   35    3]
 [   1    4   12    4    1    9    7    7  301   40]
 [   0    2    9    2    2   25    4    2   23  128]]","              precision    recall  f1-score   support

           0       0.60      0.53      0.56       148
           1       0.78      0.75      0.76      1650
           2       0.76      0.80      0.78      1642
           3       0.75      0.78      0.76      1020
           4       0.82      0.80      0.81      1491
           5       0.46      0.51      0.48       152
           6       0.72      0.68      0.70       235
           7       0.57      0.49      0.53       169
           8       0.74      0.78      0.76       386
           9       0.70      0.65      0.68       197

    accuracy                           0.76      7090
   macro avg       0.69      0.68      0.68      7090
weighted avg       0.76      0.76      0.76      7090
"
0,MLP,818,"[4, 200, 0.001, 1000, (100,), False]",0.8265162200282088,0.8312136905679991,0.826900070910318,0.8265162200282088,0.9657824559665309,"[0.6971831  0.88528678 0.81610577 0.7778837  0.85685619 0.90714286
 0.78787879 0.63253012 0.78961039 0.78504673]","[0.00734024 0.07236602 0.06966458 0.02118854 0.01680071 0.00503597
 0.00656072 0.00418833 0.00521999 0.00552647]","[[  99   25    2    1   11    0    1    0    3    0]
 [  32 1420   90   14   34    0    4    0    4    6]
 [   7  215 1358   40   33    3    5    0    1    2]
 [   1   12  205  816    9    0    2    0    3    1]
 [   5   89   47   59 1281    7    5    1    0    1]
 [   0    3    2    1    2  127    0    4    1    0]
 [   3    5    9    4    2    1  182    7   12    6]
 [   0   22   11    1    0    0   24  105    2    1]
 [   3   18    8    2    1    7    4   17  304   21]
 [   0    8    4    6    2   17    0    0    9  168]]","              precision    recall  f1-score   support

           0       0.66      0.70      0.68       142
           1       0.78      0.89      0.83      1604
           2       0.78      0.82      0.80      1664
           3       0.86      0.78      0.82      1049
           4       0.93      0.86      0.89      1495
           5       0.78      0.91      0.84       140
           6       0.80      0.79      0.79       231
           7       0.78      0.63      0.70       166
           8       0.90      0.79      0.84       385
           9       0.82      0.79      0.80       214

    accuracy                           0.83      7090
   macro avg       0.81      0.79      0.80      7090
weighted avg       0.83      0.83      0.83      7090
"
0,MLP,818,"[4, 500, 0.001, 1000, (100,), False]",0.8112834978843442,0.811675698120847,0.8099638710001182,0.8112834978843442,0.94904184618223,"[0.4829932  0.81861862 0.79326639 0.88346614 0.88957902 0.52142857
 0.692607   0.70322581 0.78820375 0.70048309]","[0.00518508 0.05327189 0.06151566 0.04370687 0.03580925 0.00992806
 0.00380506 0.00475847 0.00833706 0.00421328]","[[  71   41    7    0   21    0    1    0    4    2]
 [  14 1363  177   30   65    1    1    6    2    6]
 [   3  107 1343  193   38    4    2    1    1    1]
 [   0   12   76  887   17    2    5    0    2    3]
 [   8   69   58   18 1289    2    0    0    2    3]
 [   1    1    0    4   55   73    1    0    5    0]
 [   0    3    2    7    0   43  178    9   13    2]
 [   0   32    2    5    1    0    4  109    1    1]
 [   8   11    7    4    1   10   10   17  294   11]
 [   2   13    3    5    4    7    2    0   26  145]]","              precision    recall  f1-score   support

           0       0.66      0.48      0.56       147
           1       0.83      0.82      0.82      1665
           2       0.80      0.79      0.80      1693
           3       0.77      0.88      0.82      1004
           4       0.86      0.89      0.88      1449
           5       0.51      0.52      0.52       140
           6       0.87      0.69      0.77       257
           7       0.77      0.70      0.73       155
           8       0.84      0.79      0.81       373
           9       0.83      0.70      0.76       207

    accuracy                           0.81      7090
   macro avg       0.78      0.73      0.75      7090
weighted avg       0.81      0.81      0.81      7090
"
0,MLP,818,"[4, 2304, 0.001, 1000, (100, 50), False]",0.8304654442877292,0.83226853022931,0.8300038088315655,0.8304654442877292,0.9544272096360356,"[0.56028369 0.88451935 0.87246722 0.72967864 0.88785047 0.75675676
 0.75518672 0.56790123 0.81693989 0.71938776]","[0.00863434 0.0497449  0.0646711  0.02785146 0.01448498 0.00561798
 0.01387064 0.0051963  0.00817965 0.00652742]","[[  79   39    2    5   15    0    1    0    0    0]
 [  36 1417  106   17   20    0    2    0    0    4]
 [   2  141 1464   50   15    1    2    0    0    3]
 [   8   16  214  772   19    1   19    0    0    9]
 [   6   43   24   80 1330    3    4    0    0    8]
 [   0    0    1    0    0  112   10   20    2    3]
 [   5    4    0   10    8    1  182    0   29    2]
 [   0   30    1    0    0   21   11   92    4    3]
 [   2    0    1    2    1    4   34   10  299   13]
 [   1    0    1    4    3    8   12    6   20  141]]","              precision    recall  f1-score   support

           0       0.57      0.56      0.56       141
           1       0.84      0.88      0.86      1602
           2       0.81      0.87      0.84      1678
           3       0.82      0.73      0.77      1058
           4       0.94      0.89      0.91      1498
           5       0.74      0.76      0.75       148
           6       0.66      0.76      0.70       241
           7       0.72      0.57      0.63       162
           8       0.84      0.82      0.83       366
           9       0.76      0.72      0.74       196

    accuracy                           0.83      7090
   macro avg       0.77      0.76      0.76      7090
weighted avg       0.83      0.83      0.83      7090
"
0,MLP,818,"[4, 5, 0.001, 1000, (100, 50), False]",0.23497884344146686,0.055215056865089394,0.08941862795191498,0.23497884344146686,0.6416288207856058,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[[   0    0  145    0    0    0    0    0    0    0]
 [   0    0 1629    0    0    0    0    0    0    0]
 [   0    0 1666    0    0    0    0    0    0    0]
 [   0    0 1029    0    0    0    0    0    0    0]
 [   0    0 1480    0    0    0    0    0    0    0]
 [   0    0  152    0    0    0    0    0    0    0]
 [   0    0  250    0    0    0    0    0    0    0]
 [   0    0  168    0    0    0    0    0    0    0]
 [   0    0  383    0    0    0    0    0    0    0]
 [   0    0  188    0    0    0    0    0    0    0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00       145
           1       0.00      0.00      0.00      1629
           2       0.23      1.00      0.38      1666
           3       0.00      0.00      0.00      1029
           4       0.00      0.00      0.00      1480
           5       0.00      0.00      0.00       152
           6       0.00      0.00      0.00       250
           7       0.00      0.00      0.00       168
           8       0.00      0.00      0.00       383
           9       0.00      0.00      0.00       188

    accuracy                           0.23      7090
   macro avg       0.02      0.10      0.04      7090
weighted avg       0.06      0.23      0.09      7090
"
0,MLP,818,"[4, 10, 0.001, 1000, (100, 50), False]",0.23695345557122707,0.056146940107145486,0.09078262379923864,0.23695345557122707,0.5924246050247697,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[[   0    0  153    0    0    0    0    0    0    0]
 [   0    0 1657    0    0    0    0    0    0    0]
 [   0    0 1680    0    0    0    0    0    0    0]
 [   0    0 1011    0    0    0    0    0    0    0]
 [   0    0 1475    0    0    0    0    0    0    0]
 [   0    0  151    0    0    0    0    0    0    0]
 [   0    0  234    0    0    0    0    0    0    0]
 [   0    0  159    0    0    0    0    0    0    0]
 [   0    0  368    0    0    0    0    0    0    0]
 [   0    0  202    0    0    0    0    0    0    0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00       153
           1       0.00      0.00      0.00      1657
           2       0.24      1.00      0.38      1680
           3       0.00      0.00      0.00      1011
           4       0.00      0.00      0.00      1475
           5       0.00      0.00      0.00       151
           6       0.00      0.00      0.00       234
           7       0.00      0.00      0.00       159
           8       0.00      0.00      0.00       368
           9       0.00      0.00      0.00       202

    accuracy                           0.24      7090
   macro avg       0.02      0.10      0.04      7090
weighted avg       0.06      0.24      0.09      7090
"
0,MLP,818,"[4, 20, 0.001, 1000, (100, 50), False]",0.26022566995768687,0.12785862978441578,0.1565845259417425,0.26022566995768687,0.5731061201234051,"[0.         0.27424336 0.83343248 0.         0.         0.
 0.         0.         0.         0.        ]","[0.         0.18863096 0.77888704 0.         0.         0.
 0.         0.         0.         0.        ]","[[   0   40  106    0    0    0    0    0    0    0]
 [   0  444 1175    0    0    0    0    0    0    0]
 [   0  280 1401    0    0    0    0    0    0    0]
 [   0   46 1009    0    0    0    0    0    0    0]
 [   0  137 1345    0    0    0    0    0    0    0]
 [   0   60   85    0    0    0    0    0    0    0]
 [   0   50  196    0    0    0    0    0    0    0]
 [   0   74   87    0    0    0    0    0    0    0]
 [   0  218  146    0    0    0    0    0    0    0]
 [   0  127   64    0    0    0    0    0    0    0]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00       146
           1       0.30      0.27      0.29      1619
           2       0.25      0.83      0.38      1681
           3       0.00      0.00      0.00      1055
           4       0.00      0.00      0.00      1482
           5       0.00      0.00      0.00       145
           6       0.00      0.00      0.00       246
           7       0.00      0.00      0.00       161
           8       0.00      0.00      0.00       364
           9       0.00      0.00      0.00       191

    accuracy                           0.26      7090
   macro avg       0.06      0.11      0.07      7090
weighted avg       0.13      0.26      0.16      7090
"
0,MLP,818,"[4, 50, 0.001, 1000, (100, 50), False]",0.7696755994358251,0.7682769359630136,0.7678152190553355,0.7696755994358251,0.9477240240051295,"[0.43918919 0.80363636 0.81120585 0.78529412 0.80885312 0.5
 0.56170213 0.52662722 0.77202073 0.67005076]","[0.00504177 0.06783088 0.07580764 0.04349259 0.03839971 0.00807149
 0.0083151  0.00852478 0.01551313 0.00884956]","[[  65   59    1    1   21    0    1    0    0    0]
 [  24 1326  120   25  136    7    5    2    5    0]
 [   2   79 1332  170   37    2    7    2    7    4]
 [   0   36  157  801    8    0    6    0    5    7]
 [   5  169   60   17 1206   20    1    5    3    5]
 [   0    9    9   12    5   76   21    1   16    3]
 [   3    9   10    8    1    6  132   36   21    9]
 [   0    2   19   13    3    2    8   89   29    4]
 [   1    6   22    8    3   14    1    4  298   29]
 [   0    0   15   10    1    5    7    9   18  132]]","              precision    recall  f1-score   support

           0       0.65      0.44      0.52       148
           1       0.78      0.80      0.79      1650
           2       0.76      0.81      0.79      1642
           3       0.75      0.79      0.77      1020
           4       0.85      0.81      0.83      1491
           5       0.58      0.50      0.54       152
           6       0.70      0.56      0.62       235
           7       0.60      0.53      0.56       169
           8       0.74      0.77      0.76       386
           9       0.68      0.67      0.68       197

    accuracy                           0.77      7090
   macro avg       0.71      0.67      0.69      7090
weighted avg       0.77      0.77      0.77      7090
"
0,MLP,818,"[4, 200, 0.001, 1000, (100, 50), False]",0.7944992947813823,0.7989793289131368,0.7950071179595516,0.7944992947813823,0.9516439502651942,"[0.64788732 0.83104738 0.78966346 0.77025739 0.84414716 0.85714286
 0.77922078 0.56024096 0.76363636 0.64018692]","[0.00748417 0.0756471  0.08238113 0.02532693 0.02091153 0.00748201
 0.01151771 0.00664356 0.00969426 0.00450844]","[[  92   17   14    0   15    0    1    0    3    0]
 [  23 1333  125   29   49    6   12    3   17    7]
 [   7  237 1314   47   41    5    0    2    9    2]
 [   0   21  203  808    3    1   10    0    3    0]
 [  12   68   68   59 1262   12    7    1    1    5]
 [   1    3    3    1    3  120    1    7    0    1]
 [   4   16    1    9    2    0  180    2   16    1]
 [   0   24   16    0    1    1   28   93    1    2]
 [   5   19   11    2    0    5   12   24  294   13]
 [   0   10    6    6    3   22    8    7   15  137]]","              precision    recall  f1-score   support

           0       0.64      0.65      0.64       142
           1       0.76      0.83      0.80      1604
           2       0.75      0.79      0.77      1664
           3       0.84      0.77      0.80      1049
           4       0.92      0.84      0.88      1495
           5       0.70      0.86      0.77       140
           6       0.69      0.78      0.73       231
           7       0.67      0.56      0.61       166
           8       0.82      0.76      0.79       385
           9       0.82      0.64      0.72       214

    accuracy                           0.79      7090
   macro avg       0.76      0.75      0.75      7090
weighted avg       0.80      0.79      0.80      7090
"
