,0,1,2,3,4,5,6,7,8,9,10,11
0,Linear,818,"[4, 10, 0.001, 0.2, False]",0.22059238363892808,0.2834897820099024,0.18799291329820922,0.22059238363892808,0.6786458866411885,"[0.18439716 0.02597403 0.09606205 0.66699029 0.23533289 0.06944444
 0.18502203 0.20134228 0.43193717 0.21256039]","[0.07396748 0.0180888  0.04580717 0.32211221 0.17064418 0.04074287
 0.06294623 0.05993373 0.07170543 0.02179282]","[[ 26   2  15  23  39   6   7   1  15   7]
 [230  42 109 363 276 110 136 145 165  41]
 [136  57 161 565 369  34 119  59 132  44]
 [ 18  12  26 687 171  19  62   5   5  25]
 [ 30  12  67 851 357  22  56  38  68  16]
 [  5   1   3  49   9  10   4  44  15   4]
 [ 18   1   9  50  40  23  42  17  23   4]
 [ 33   5   8   3   7  12  27  30  19   5]
 [ 27   2   5  46  29  32  13  59 165   4]
 [ 17   7   6   2  11  25   8  48  39  44]]","              precision    recall  f1-score   support

           0       0.05      0.18      0.08       141
           1       0.30      0.03      0.05      1617
           2       0.39      0.10      0.15      1676
           3       0.26      0.67      0.37      1030
           4       0.27      0.24      0.25      1517
           5       0.03      0.07      0.05       144
           6       0.09      0.19      0.12       227
           7       0.07      0.20      0.10       149
           8       0.26      0.43      0.32       382
           9       0.23      0.21      0.22       207

    accuracy                           0.22      7090
   macro avg       0.19      0.23      0.17      7090
weighted avg       0.28      0.22      0.19      7090
"
0,Linear,818,"[4, 20, 0.001, 0.2, False]",0.2677009873060649,0.3279052699279253,0.2304219489068677,0.2677009873060649,0.7373179342583612,"[0.22516556 0.04436229 0.09277745 0.68311195 0.33864266 0.11643836
 0.29831933 0.27607362 0.46027397 0.61083744]","[0.08445021 0.02140113 0.04807871 0.28313453 0.16648955 0.03542627
 0.06625803 0.03666811 0.05412639 0.03818789]","[[ 34   9  13  15  60   1   2   6   1  10]
 [301  72 115 343 331  65  98  90 118  90]
 [213  66 158 505 413  52 142  31  84  39]
 [ 34  20  34 720  80  18  91   5  20  32]
 [ 23  15  58 722 489  19  40  14  38  26]
 [  0   0   6  45   3  17  17  34  20   4]
 [  8   4   8  38  22  20  71  42  11  14]
 [  2   0   3   0  10  18  29  45  37  19]
 [  1   0  16  39  15  43  32  22 168  29]
 [  4   3   6   2   6  10   3  10  35 124]]","              precision    recall  f1-score   support

           0       0.05      0.23      0.09       151
           1       0.38      0.04      0.08      1623
           2       0.38      0.09      0.15      1703
           3       0.30      0.68      0.41      1054
           4       0.34      0.34      0.34      1444
           5       0.06      0.12      0.08       146
           6       0.14      0.30      0.19       238
           7       0.15      0.28      0.19       163
           8       0.32      0.46      0.37       365
           9       0.32      0.61      0.42       203

    accuracy                           0.27      7090
   macro avg       0.24      0.31      0.23      7090
weighted avg       0.33      0.27      0.23      7090
"
0,Linear,818,"[4, 50, 0.001, 0.2, False]",0.5045133991537376,0.5877856530439461,0.5021045247421163,0.5045133991537376,0.873557200943794,"[0.56028369 0.27043269 0.48344371 0.79477251 0.49320652 0.48591549
 0.65587045 0.65454545 0.52506596 0.86021505]","[0.048784   0.0337265  0.06041628 0.17913158 0.11089356 0.02590674
 0.04121    0.02916968 0.01117568 0.03128621]","[[ 79   7   1   1  43   0   3   3   0   4]
 [219 450 143 190 291  75  69 115  28  84]
 [ 55  56 803 331 230  15  95  25  19  32]
 [  0  22  88 821  15  20  44   1   2  20]
 [ 47  71  52 483 726  12  33  10  11  27]
 [  0   2   7  38   5  69   5  10   2   4]
 [  7   7   1  20   5  10 162  24   9   2]
 [  1   7  13   0   8  11  16 108   1   0]
 [  6  11  13  20  22  35  16  14 199  43]
 [  4   0  10   2   4   2   1   0   3 160]]","              precision    recall  f1-score   support

           0       0.19      0.56      0.28       141
           1       0.71      0.27      0.39      1664
           2       0.71      0.48      0.58      1661
           3       0.43      0.79      0.56      1033
           4       0.54      0.49      0.51      1472
           5       0.28      0.49      0.35       142
           6       0.36      0.66      0.47       247
           7       0.35      0.65      0.45       165
           8       0.73      0.53      0.61       379
           9       0.43      0.86      0.57       186

    accuracy                           0.50      7090
   macro avg       0.47      0.58      0.48      7090
weighted avg       0.59      0.50      0.50      7090
"
0,Linear,818,"[4, 200, 0.001, 0.2, False]",0.7101551480959097,0.7435991627610579,0.7137525212849068,0.7101551480959097,0.9350744819124964,"[0.78723404 0.60739857 0.64478528 0.82919847 0.79138167 0.68211921
 0.79574468 0.56962025 0.671875   0.93170732]","[0.0256152  0.03398596 0.05934066 0.10095995 0.05419332 0.0122496
 0.02625821 0.00966532 0.00357888 0.01423384]","[[ 111    5    1    0   21    0    2    0    0    1]
 [  90 1018  138  138  151   35   33   29   18   26]
 [   8   94 1051  293  111   13   38    7    0   15]
 [   0    8  126  869    8    6   25    0    0    6]
 [  59   40   40  128 1157    3   18    0    1   16]
 [   1    0    6   29    5  103    6    1    0    0]
 [  10    5    0    6    1    8  187   11    1    6]
 [   1   27    0    1    3    1   32   90    0    3]
 [   7    3   12   14    2   19   25   19  258   25]
 [   2    2    1    1    3    0    1    0    4  191]]","              precision    recall  f1-score   support

           0       0.38      0.79      0.52       141
           1       0.85      0.61      0.71      1676
           2       0.76      0.64      0.70      1630
           3       0.59      0.83      0.69      1048
           4       0.79      0.79      0.79      1462
           5       0.55      0.68      0.61       151
           6       0.51      0.80      0.62       235
           7       0.57      0.57      0.57       158
           8       0.91      0.67      0.77       384
           9       0.66      0.93      0.77       205

    accuracy                           0.71      7090
   macro avg       0.66      0.73      0.68      7090
weighted avg       0.74      0.71      0.71      7090
"
0,Linear,818,"[4, 500, 0.001, 0.2, False]",0.7528913963328632,0.7732115431770644,0.7540806339984364,0.7528913963328632,0.9502536588296449,"[0.77702703 0.69404389 0.62726741 0.86455331 0.85074627 0.66013072
 0.82716049 0.79375    0.75409836 0.92039801]","[0.02405647 0.04367607 0.04701728 0.08315424 0.0491453  0.00591034
 0.01796407 0.00663781 0.00416419 0.01088692]","[[ 115   12    1    0   20    0    0    0    0    0]
 [  87 1107  110   78  148    5   19   15   11   15]
 [  21  137 1072  321   93   10   40    2    4    9]
 [   1   11   90  900    5    7   14    0    2   11]
 [  41   42   40   73 1254    6    5    1    1   11]
 [   0    0    1   13    7  101   28    2    0    1]
 [   8    5    0    8    1    0  201   15    2    3]
 [   0   28    0    0    1    1    2  127    0    1]
 [   8    3   10    9    1   12   13   10  276   24]
 [   1    2    1    1    0    0    2    1    8  185]]","              precision    recall  f1-score   support

           0       0.41      0.78      0.53       148
           1       0.82      0.69      0.75      1595
           2       0.81      0.63      0.71      1709
           3       0.64      0.86      0.74      1041
           4       0.82      0.85      0.83      1474
           5       0.71      0.66      0.68       153
           6       0.62      0.83      0.71       243
           7       0.73      0.79      0.76       160
           8       0.91      0.75      0.82       366
           9       0.71      0.92      0.80       201

    accuracy                           0.75      7090
   macro avg       0.72      0.78      0.73      7090
weighted avg       0.77      0.75      0.75      7090
"
0,Linear,818,"[4, 2304, 0.0001, 0.1, False]",0.822425952045134,0.836032337454829,0.8251306336250944,0.822425952045134,0.956544886816249,"[0.70748299 0.8107275  0.7875895  0.94007859 0.84543011 0.68965517
 0.82008368 0.62804878 0.76549865 0.88181818]","[0.01094628 0.03127286 0.02807536 0.05023057 0.03409497 0.01886249
 0.01722376 0.00418712 0.00818574 0.00451237]","[[ 104   32    1    3    7    0    0    0    0    0]
 [  28 1315  117   53   79   14    7    0    4    5]
 [   9   41 1320  197   83   17    1    2    4    2]
 [   8    5    7  957   15    5   11    2    5    3]
 [  25   52   24   46 1258   70    6    1    0    6]
 [   0    0    1    0    0  100   41    1    1    1]
 [   1    9    0    1    1    2  196   22    5    2]
 [   0   29    0    0    1    1    4  103   26    0]
 [   5    0    1    3    3   15   47    1  284   12]
 [   0    3    1    2    2    7    1    0   10  194]]","              precision    recall  f1-score   support

           0       0.58      0.71      0.64       147
           1       0.88      0.81      0.85      1622
           2       0.90      0.79      0.84      1676
           3       0.76      0.94      0.84      1018
           4       0.87      0.85      0.86      1488
           5       0.43      0.69      0.53       145
           6       0.62      0.82      0.71       239
           7       0.78      0.63      0.70       164
           8       0.84      0.77      0.80       371
           9       0.86      0.88      0.87       220

    accuracy                           0.82      7090
   macro avg       0.75      0.79      0.76      7090
weighted avg       0.84      0.82      0.83      7090
"
0,Linear,818,"[4, 5, 0.0001, 0.1, False]",0.19732016925246826,0.23705692465100553,0.1546690919010294,0.19732016925246826,0.6833715699889157,"[0.08783784 0.06146281 0.08358209 0.74976122 0.06237288 0.02112676
 0.19591837 0.04046243 0.51944444 0.12121212]","[0.04235091 0.04155226 0.05392428 0.38192951 0.08192342 0.04936672
 0.0734843  0.04553997 0.09375929 0.04614045]","[[ 13   8  10  29  24   9  15  16  10  14]
 [ 96 100 118 460 165 122 158  81 227 100]
 [ 85  93 140 709 161  74 143  72 102  96]
 [ 26  27  32 785  69  20  61   5  11  11]
 [ 37  57  83 919  92  39  76  35  64  73]
 [  2   2   2  51   3   3   2  17  54   6]
 [ 17  10   8  74  10  24  48  23  25   6]
 [ 15  13  14   7   5  21  23   7  66   2]
 [ 11  10  16  55  13  14   8  36 187  10]
 [  5   7   9   4  10  20  17  30  72  24]]","              precision    recall  f1-score   support

           0       0.04      0.09      0.06       148
           1       0.31      0.06      0.10      1627
           2       0.32      0.08      0.13      1675
           3       0.25      0.75      0.38      1047
           4       0.17      0.06      0.09      1475
           5       0.01      0.02      0.01       142
           6       0.09      0.20      0.12       245
           7       0.02      0.04      0.03       173
           8       0.23      0.52      0.32       360
           9       0.07      0.12      0.09       198

    accuracy                           0.20      7090
   macro avg       0.15      0.19      0.13      7090
weighted avg       0.24      0.20      0.15      7090
"
0,Linear,818,"[4, 10, 0.0001, 0.1, False]",0.2145275035260931,0.27560214397935556,0.1795537731317395,0.2145275035260931,0.6750835588270411,"[0.17730496 0.02226345 0.09128878 0.66699029 0.22214898 0.06944444
 0.17621145 0.20805369 0.44240838 0.15942029]","[0.0719528  0.01553079 0.04562246 0.33217822 0.17136192 0.04146271
 0.05638933 0.06094223 0.07811568 0.02135697]","[[ 25   1  13  23  41   7   7   2  16   6]
 [215  36  99 385 274 112 128 150 176  42]
 [137  47 153 577 362  43 111  60 143  43]
 [ 19  14  29 687 174  16  54   8   4  25]
 [ 28  12  68 867 337  22  44  37  87  15]
 [  6   1   3  52   9  10   1  42  16   4]
 [ 18   2  11  54  40  24  40  15  20   3]
 [ 35   3   5   3  12   9  26  31  20   5]
 [ 27   1   6  50  30  28   9  58 169   4]
 [ 15   4  13   2  13  27   7  51  42  33]]","              precision    recall  f1-score   support

           0       0.05      0.18      0.08       141
           1       0.30      0.02      0.04      1617
           2       0.38      0.09      0.15      1676
           3       0.25      0.67      0.37      1030
           4       0.26      0.22      0.24      1517
           5       0.03      0.07      0.05       144
           6       0.09      0.18      0.12       227
           7       0.07      0.21      0.10       149
           8       0.24      0.44      0.31       382
           9       0.18      0.16      0.17       207

    accuracy                           0.21      7090
   macro avg       0.19      0.22      0.16      7090
weighted avg       0.28      0.21      0.18      7090
"
0,Linear,818,"[4, 20, 0.0001, 0.1, False]",0.252327221438646,0.30148499451505584,0.2111938420676045,0.252327221438646,0.7204463251213142,"[0.21854305 0.030191   0.08103347 0.67931689 0.31509695 0.10958904
 0.26470588 0.26380368 0.46849315 0.51724138]","[0.07753279 0.01810865 0.04640802 0.29390325 0.17321998 0.03945853
 0.06202569 0.04085463 0.06483271 0.03542907]","[[ 33   8  13  18  58   1   2   6   2  10]
 [277  49 109 349 337  74 101 103 143  81]
 [196  61 138 521 426  48 125  37 105  46]
 [ 34  19  34 716  87  28  79   8  23  26]
 [ 17   6  61 758 455  25  37  16  45  24]
 [  0   0   6  45   4  16  16  36  20   3]
 [ 11   2   8  39  25  20  63  41  16  13]
 [  0   0   3   0  11  19  31  43  39  17]
 [  1   1  11  42  20  44  29  22 171  24]
 [  2   2   5   2  10  15   5  14  43 105]]","              precision    recall  f1-score   support

           0       0.06      0.22      0.09       151
           1       0.33      0.03      0.06      1623
           2       0.36      0.08      0.13      1703
           3       0.29      0.68      0.40      1054
           4       0.32      0.32      0.32      1444
           5       0.06      0.11      0.07       146
           6       0.13      0.26      0.17       238
           7       0.13      0.26      0.18       163
           8       0.28      0.47      0.35       365
           9       0.30      0.52      0.38       203

    accuracy                           0.25      7090
   macro avg       0.22      0.29      0.22      7090
weighted avg       0.30      0.25      0.21      7090
"
0,Linear,818,"[4, 50, 0.0001, 0.1, False]",0.4623413258110014,0.5634323115184524,0.45625978565781583,0.4623413258110014,0.8549099447017868,"[0.5106383  0.21814904 0.44190247 0.78315586 0.4205163  0.46478873
 0.62348178 0.63636364 0.53298153 0.82795699]","[0.05022305 0.02432731 0.06170565 0.215123   0.11552154 0.02374784
 0.04617858 0.03436823 0.01624199 0.03128621]","[[ 72   6   1   4  49   0   1   4   1   3]
 [225 363 135 245 306  66  79 127  40  78]
 [ 61  41 734 365 231  11 113  39  31  35]
 [  0   8  99 809  19  23  46   0   2  27]
 [ 45  61  52 602 619  12  28  13  15  25]
 [  0   0   6  38   5  66   7  12   4   4]
 [  9   5   2  23   3   9 154  29  10   3]
 [  1   3  15   0   8  12  19 105   1   1]
 [  5   7  14  24  23  30  20  14 202  40]
 [  3   1  11   2   5   2   3   0   5 154]]","              precision    recall  f1-score   support

           0       0.17      0.51      0.26       141
           1       0.73      0.22      0.34      1664
           2       0.69      0.44      0.54      1661
           3       0.38      0.78      0.51      1033
           4       0.49      0.42      0.45      1472
           5       0.29      0.46      0.35       142
           6       0.33      0.62      0.43       247
           7       0.31      0.64      0.41       165
           8       0.65      0.53      0.59       379
           9       0.42      0.83      0.55       186

    accuracy                           0.46      7090
   macro avg       0.44      0.55      0.44      7090
weighted avg       0.56      0.46      0.46      7090
"
0,Linear,818,"[4, 200, 0.0001, 0.1, False]",0.6770098730606487,0.718453950205914,0.6806761351641746,0.6770098730606487,0.9273422191260438,"[0.75886525 0.55548926 0.61165644 0.8148855  0.74829001 0.65562914
 0.79148936 0.56329114 0.65364583 0.93658537]","[0.02518348 0.03361655 0.06190476 0.12264151 0.06432125 0.01080847
 0.02902991 0.01283901 0.00357888 0.01525054]","[[ 107    5    1    0   24    0    2    0    0    2]
 [  92  931  138  176  184   30   40   40   17   28]
 [  11   97  997  315  127   11   45   12    0   15]
 [   0    9  133  854   11    5   26    0    0   10]
 [  54   39   42  191 1094    2   22    1    1   16]
 [   1    0    5   35    6   99    4    1    0    0]
 [   9    5    0    6    1    8  186   12    2    6]
 [   0   22    4    1    5    1   32   89    0    4]
 [   6    2   14   16    2   18   28   23  251   24]
 [   2    3    1    1    2    0    0    0    4  192]]","              precision    recall  f1-score   support

           0       0.38      0.76      0.51       141
           1       0.84      0.56      0.67      1676
           2       0.75      0.61      0.67      1630
           3       0.54      0.81      0.65      1048
           4       0.75      0.75      0.75      1462
           5       0.57      0.66      0.61       151
           6       0.48      0.79      0.60       235
           7       0.50      0.56      0.53       158
           8       0.91      0.65      0.76       384
           9       0.65      0.94      0.76       205

    accuracy                           0.68      7090
   macro avg       0.64      0.71      0.65      7090
weighted avg       0.72      0.68      0.68      7090
"
